class,pattern,count,kind,examples
perfekt_frame,habe … absicht,41,frame,1184;342050;603782
perfekt_frame,habe … aufgehört,41,frame,182039;344607;349970
perfekt_frame,ist … bedeckt,41,frame,353851;364469;413232
perfekt_frame,hat … monat,41,frame,361987;562583;642172
perfekt_frame,ist … gewohnt,41,frame,367335;904832;679900
perfekt_frame,bin … gewöhnt,41,frame,501284;405755;399941
perfekt_frame,ist … heißt,41,frame,465552;465554;465557
perfekt_frame,hat … gedacht,41,frame,1545887;527955;2661381
perfekt_frame,ist … gezogen,41,frame,1339259;603984;1022938
perfekt_frame,hat … versteckt,41,frame,1514852;1527098;1545908
perfekt_frame,hast … gehabt,40,frame,342192;620922;364
perfekt_frame,habe … gewonnen,40,frame,395276;920;757098
perfekt_frame,hat … gewohnt,40,frame,440979;349868;555049
perfekt_frame,habe … geschichte,40,frame,570854;359690;370313
perfekt_frame,habe … gebracht,40,frame,651892;361494;483266
perfekt_frame,hat … angewohnheit,40,frame,593042;367336;454945
perfekt_frame,hatte … gesehen,40,frame,605502;621905;392765
perfekt_frame,hat … gesucht,40,frame,405704;754307;424251
perfekt_frame,ist … heimat,40,frame,1936165;417078;1817176
perfekt_frame,haben … gewählt,40,frame,558561;421868;603985
perfekt_frame,hast … arbeit,40,frame,1286009;835216;607067
perfekt_frame,hat … gesetzt,40,frame,1217504;1137108;666912
perfekt_frame,ist … denkt,40,frame,1406695;974756;1933948
perfekt_frame,hast … geküsst,40,frame,1482692;1863634;1722709
perfekt_frame,sind … verrückt,39,frame,362;550202;938627
perfekt_frame,hat … gedächtnis,39,frame,341165;406843;363368
perfekt_frame,hat … geschnitten,39,frame,344594;437853;393046
perfekt_frame,ist … sport,39,frame,793706;793702;363278
perfekt_frame,ist … frucht,39,frame,431392;691765;398827
perfekt_frame,bin … genauso,39,frame,1066778;1312528;400349
perfekt_frame,sind … bekannt,39,frame,465395;979455;834910
perfekt_frame,haben … gesucht,39,frame,548070;477789;880847
perfekt_frame,haben … geändert,39,frame,1513588;518918;1919409
perfekt_frame,waren … überrascht,39,frame,604058;768573;643060
perfekt_frame,habt … gefragt,39,frame,3082019;819205;682716
perfekt_frame,ist … gesetz,39,frame,952493;893298;757685
perfekt_frame,war … verärgert,38,frame,1528985;396052;806
perfekt_frame,habe … wahrheit,38,frame,340950;401435;634011
perfekt_frame,ist … zukunft,38,frame,431852;342654;362186
perfekt_frame,hat … unrecht,38,frame,901398;349973;410058
perfekt_frame,hat … sofort,38,frame,909972;725323;395867
perfekt_frame,ist … sofort,38,frame,402515;566261;563011
perfekt_frame,ist … schritt,38,frame,541780;439644;1054809
perfekt_frame,ist … gesperrt,38,frame,582532;754328;815650
perfekt_frame,haben … bemerkt,38,frame,1442400;947669;1442391
perfekt_frame,haben … geöffnet,38,frame,989623;1100828;1841947
perfekt_frame,habt … gelernt,38,frame,1500213;1508366;1585869
perfekt_frame,seid … gewesen,38,frame,1924854;1999478;2217875
perfekt_frame,ist … menschheit,37,frame,530599;552238;331705
perfekt_frame,haben … erreicht,37,frame,601514;709474;342035
perfekt_frame,ist … anwalt,37,frame,356669;383307;361449
perfekt_frame,hat … gelegt,37,frame,1196697;362639;724779
perfekt_frame,hab … gesagt,37,frame,1070725;365305;943076
perfekt_frame,habe … gemocht,37,frame,457375;914168;613550
perfekt_frame,haben … überhaupt,37,frame,1315667;1179669;669089
perfekt_frame,hat … gefressen,37,frame,678134;717452;1043999
perfekt_frame,hat … überzeugt,37,frame,1423455;909976;988855
perfekt_frame,war … absicht,36,frame,204;389062;389063
perfekt_frame,habe … monat,36,frame,380744;349;6073
perfekt_frame,ist … gefühl,36,frame,587761;386715;1105
perfekt_frame,ist … freundschaft,36,frame,340927;376134;340932
perfekt_frame,hat … gewechselt,36,frame,2798420;2222112;358336
perfekt_frame,ist … gegenteil,36,frame,396620;362752;404688
perfekt_frame,ist … wirklichkeit,36,frame,394474;662195;932302
perfekt_frame,ist … universität,36,frame,600093;404183;713664
perfekt_frame,hatte … absicht,36,frame,445915;1366253;463704
perfekt_frame,hat … geweint,36,frame,860218;486849;667257
perfekt_frame,habe … geküsst,36,frame,518372;2221259;912824
perfekt_frame,hat … geführt,36,frame,662721;589863;650215
perfekt_frame,ist … geist,36,frame,810550;645691;794442
perfekt_frame,hast … bemerkt,36,frame,904929;660640;1293510
perfekt_frame,haben … mitgebracht,36,frame,4843918;4843926;3336111
perfekt_frame,ist … braucht,35,frame,879;1009267;1328308
perfekt_frame,hat … verbessert,35,frame,563272;373104;345041
perfekt_frame,habe … gebrochen,35,frame,584094;348859;715083
perfekt_frame,hat … verliebt,35,frame,351185;575300;408550
perfekt_frame,hast … gearbeitet,35,frame,353770;440996;701854
perfekt_frame,hast … gespielt,35,frame,639936;363326;451208
perfekt_frame,ist … ausgezeichnet,35,frame,393438;368770;557460
perfekt_frame,bist … gefahren,35,frame,455203;399927;707481
perfekt_frame,hat … bestellt,35,frame,404277;731825;452649
perfekt_frame,sind … leicht,35,frame,497658;760601;774170
perfekt_frame,ist … umsonst,35,frame,594459;944302;652379
perfekt_frame,habt … gedacht,35,frame,3010312;3150931;612809
perfekt_frame,hat … kennengelernt,35,frame,1926175;2765897;768896
perfekt_frame,bin … befreundet,35,frame,1099042;1561888;1104306
perfekt_frame,ist … nachricht,35,frame,1516723;1233522;1366161
perfekt_frame,habe … geändert,35,frame,1788783;2683011;2462461
perfekt_frame,bist … geblieben,34,frame,175;914390;2223238
perfekt_frame,habe … geliehen,34,frame,424687;361837;363924
perfekt_frame,hat … gestrichen,34,frame,415157;551709;587046
perfekt_frame,ist … hundert,34,frame,449655;897639;662170
perfekt_frame,hat … beantwortet,34,frame,645803;657222;577520
perfekt_frame,hat … geworfen,34,frame,746652;805019;577827
perfekt_frame,bin … überhaupt,33,frame,1170;344520;368571
perfekt_frame,haben … gestritten,33,frame,1242;1285448;353536
perfekt_frame,ist … jahreszeit,33,frame,139394;343068;344335
perfekt_frame,ist … gefolgt,33,frame,344603;454199;426781
perfekt_frame,habt … gebraucht,33,frame,7470209;358331;6291146
perfekt_frame,war … verwirrt,33,frame,361613;555019;363385
perfekt_frame,ist … besetzt,33,frame,406918;383150;366383
perfekt_frame,sind … geschlossen,33,frame,1144107;707187;372912
perfekt_frame,hab … angst,33,frame,782778;380702;914614
perfekt_frame,habe … gefreut,33,frame,481920;396244;569212
perfekt_frame,habe … gebaut,33,frame,1144709;405756;812148
perfekt_frame,hast … gewaschen,33,frame,440778;627259;518792
perfekt_frame,habe … verdient,33,frame,1345431;562301;1413535
perfekt_frame,ist … gestohlen,33,frame,759023;759026;976632
perfekt_frame,ist … zeitpunkt,33,frame,1290697;814950;2443281
perfekt_frame,ist … verletzt,32,frame,767614;781360;912
perfekt_frame,hat … geredet,32,frame,344992;431447;721287
perfekt_frame,war … sofort,32,frame,347622;767186;437371
perfekt_frame,ist … gewöhnlich,32,frame,348417;441295;716285
perfekt_frame,bin … beeindruckt,32,frame,352031;770488;989597
perfekt_frame,war … gegangen,32,frame,352521;353552;407181
perfekt_frame,habe … geburtstag,32,frame,370483;576332;592763
perfekt_frame,war … schockiert,32,frame,1199551;379015;748837
perfekt_frame,ist … gelaunt,32,frame,1555424;392570;1713194
perfekt_frame,ist … sicherheit,32,frame,674999;397534;689862
perfekt_frame,sind … gefallen,32,frame,399134;641727;535835
perfekt_frame,haben … verkauft,32,frame,1267153;1519068;435713
perfekt_frame,haben … erwartet,32,frame,499768;1275280;973603
perfekt_frame,war … selbst,32,frame,677039;721465;531251
perfekt_frame,habt … kennengelernt,32,frame,1227703;582222;1688217
perfekt_frame,hat … erlaubt,32,frame,814016;901174;625807
perfekt_frame,hat … beeindruckt,32,frame,717490;631070;778401
perfekt_frame,ist … vergessen,32,frame,657744;1302876;834156
perfekt_frame,war … gesagt,32,frame,1371751;675876;1352464
perfekt_frame,habe … gewöhnt,32,frame,684860;1294849;706187
perfekt_frame,bin … selbst,32,frame,742429;688393;1286234
perfekt_frame,war … verrückt,32,frame,738956;804482;719430
perfekt_frame,hat … repariert,32,frame,1070448;909629;728750
perfekt_frame,hat … übersetzt,32,frame,1302938;845417;784061
perfekt_frame,war … erwartet,32,frame,922651;1218692;1341447
perfekt_frame,habe … gehofft,32,frame,2634038;929136;2670031
perfekt_frame,hatte … erwartet,32,frame,1294599;948113;1514644
perfekt_frame,ist … längst,32,frame,1241830;1733347;1366706
perfekt_frame,ist … geduldig,32,frame,1695535;1338961;1695532
perfekt_frame,ist … begabt,32,frame,1507689;2116308;1547002
perfekt_frame,ist … glaubt,32,frame,1527424;1833320;2145066
perfekt_frame,bin … verrückt,31,frame,443742;450558;941
perfekt_frame,hat … gesungen,31,frame,139445;120013;603740
perfekt_frame,habe … geirrt,31,frame,476126;342785;755234
perfekt_frame,hatte … gelegenheit,31,frame,343577;367462;403180
perfekt_frame,ist … gestattet,31,frame,344380;1765888;1413329
perfekt_frame,hast … nachricht,31,frame,352216;727099;727100
perfekt_frame,haben … gewohnt,31,frame,360537;862834;1140572
perfekt_frame,haben … verpasst,31,frame,635398;363408;747022
perfekt_frame,hatte … arbeit,31,frame,627326;406927;395230
perfekt_frame,ist … kraft,31,frame,568455;396898;1680980
perfekt_frame,ist … staat,31,frame,478472;478503;409890
perfekt_frame,ist … leidenschaft,31,frame,516063;610244;657134
perfekt_frame,ist … verdammt,31,frame,581440;663951;856080
perfekt_frame,ist … gebaut,31,frame,646648;705568;772237
perfekt_frame,hat … macht,31,frame,843433;731284;655801
perfekt_frame,ist … scheint,31,frame,914219;670603;947138
perfekt_frame,habe … geredet,31,frame,1997801;972767;715927
perfekt_frame,war … besorgt,31,frame,1083750;1741903;744286
perfekt_frame,ist … erwartet,31,frame,793716;1406831;1552227
perfekt_frame,haben … gebaut,31,frame,1401863;1276690;799236
perfekt_frame,bist … verliebt,31,frame,1986492;816934;1699282
perfekt_frame,hat … geschlossen,31,frame,915232;1952224;3219991
perfekt_frame,habt … geschrieben,31,frame,3523830;1802287;1863271
perfekt_frame,hat … überlebt,30,frame,136447;519205;427416
perfekt_frame,hat … zerstört,30,frame,424723;719888;331704
perfekt_frame,hat … verbracht,30,frame,1203982;342647;912357
perfekt_frame,war … gekleidet,30,frame,343476;503691;402028
perfekt_frame,war … geschichte,30,frame,346953;367447;383905
perfekt_frame,ist … gewachsen,30,frame,406846;348428;628913
perfekt_frame,habe … gefühlt,30,frame,594416;354896;1088745
perfekt_frame,ist … feucht,30,frame,1003504;360603;920321
perfekt_frame,war … monat,30,frame,365637;408536;452230
perfekt_frame,ist … bewölkt,30,frame,569435;383396;741477
perfekt_frame,habe … studiert,30,frame,396616;455134;509803
perfekt_frame,ist … herbst,30,frame,513093;396920;517359
perfekt_frame,hat … talent,30,frame,416429;454924;748720
perfekt_frame,hat … vorgestellt,30,frame,431485;431486;481948
perfekt_frame,hat … braucht,30,frame,901523;999104;442669
perfekt_frame,ist … präsident,30,frame,507888;474705;600512
perfekt_frame,habe … gekannt,30,frame,1720060;1720063;525031
perfekt_frame,ist … geraten,30,frame,551698;783460;913839
perfekt_frame,ist … gefährlicher,30,frame,1036924;756827;560958
perfekt_frame,hat … gemeldet,30,frame,694759;1046937;948979
perfekt_frame,sind … geboren,30,frame,762084;1239558;880055
perfekt_frame,sind … begegnet,29,frame,457378;678593;331
perfekt_frame,hat … gezogen,29,frame,705826;1135;960858
perfekt_frame,habe … erklärt,29,frame,1388548;358238;340852
perfekt_frame,ist … gewöhnt,29,frame,403695;342542;372897
perfekt_frame,waren … beschäftigt,29,frame,1574290;345022;1204302
perfekt_frame,war … stadt,29,frame,352581;751732;855947
perfekt_frame,haben … genannt,29,frame,358245;575566;871904
perfekt_frame,ist … arbeitet,29,frame,361051;385352;508441
perfekt_frame,ist … gebiet,29,frame,362217;411754;486092
perfekt_frame,habe … erlebt,29,frame,405664;642263;1786553
perfekt_frame,war … gezwungen,29,frame,601512;406921;660323
perfekt_frame,war … geschlossen,29,frame,639423;679424;414213
perfekt_frame,ist … idiot,29,frame,840136;661704;522500
perfekt_frame,ist … übersetzt,29,frame,770074;915225;612836
perfekt_frame,sind … geschwister,29,frame,869610;715938;631688
perfekt_frame,hast … nachgedacht,29,frame,674684;974925;1722814
perfekt_frame,hat … gefehlt,29,frame,1008520;1008521;794125
perfekt_frame,habe … übersetzt,29,frame,1361142;1020067;1604585
perfekt_frame,bin … getan,29,frame,2399892;1100835;1100836
perfekt_frame,ist … unterricht,28,frame,446051;379224;194
perfekt_frame,ist … gewinnen,28,frame,341253;1383794;550
perfekt_frame,ist … wohnt,28,frame,1107207;135754;768570
perfekt_frame,hat … geschmack,28,frame,475762;344600;647431
perfekt_frame,hat … gezwungen,28,frame,413650;492418;360749
perfekt_frame,hat … gestanden,28,frame,362260;884568;746017
perfekt_frame,war … aufgeregt,28,frame,477974;423505;593117
perfekt_frame,haben … geredet,28,frame,633995;766478;424241
perfekt_frame,hat … gelöst,28,frame,451205;753169;491298
perfekt_frame,hatte … gesagt,28,frame,964505;727066;454940
perfekt_frame,hat … gewählt,28,frame,1946723;457104;642315
perfekt_frame,hat … licht,28,frame,715957;959971;757595
perfekt_frame,ist … überzeugt,28,frame,914142;766270;1703421
perfekt_frame,ist … qualität,28,frame,940251;1331431;770492
perfekt_frame,war … getan,28,frame,898681;1391183;867757
perfekt_frame,hast … verdient,28,frame,1690617;902860;1366584
perfekt_frame,haben … gelebt,28,frame,1241574;1105837;1070385
perfekt_frame,hast … gestohlen,28,frame,1909095;3322945;3322946
perfekt_frame,ist … gebrochen,27,frame,340905;776217;446607
perfekt_frame,hat … hundert,27,frame,343578;582180;599982
perfekt_frame,war … schönheit,27,frame,759619;349965;657022
perfekt_frame,hast … gewartet,27,frame,353329;1300158;362691
perfekt_frame,ist … besorgt,27,frame,911696;370810;770416
perfekt_frame,habe … gefangen,27,frame,1393461;729799;383075
perfekt_frame,habe … bericht,27,frame,562587;765496;386337
perfekt_frame,ist … gegend,27,frame,397868;708475;708476
perfekt_frame,haben … geschlafen,27,frame,400743;1309318;1701870
perfekt_frame,hast … unrecht,27,frame,1057689;751778;403853
perfekt_frame,war … überzeugt,27,frame,410981;417034;593124
perfekt_frame,habe … beantwortet,27,frame,414323;677725;426286
perfekt_frame,ist … gelegen,27,frame,1395742;1605445;454944
perfekt_frame,ist … gemein,27,frame,1984188;1984189;459259
perfekt_frame,hat … zukunft,27,frame,1218802;555875;1067124
perfekt_frame,bin … gefallen,27,frame,1405453;657316;1514487
perfekt_frame,ist … gemütlich,27,frame,661774;1814827;2389757
perfekt_frame,haben … gefangen,27,frame,2761868;712314;1747606
perfekt_frame,hast … gewusst,27,frame,865399;915230;982758
perfekt_frame,habt … verstanden,27,frame,1012398;2326377;1391221
perfekt_frame,habe … gelogen,27,frame,2131261;1031148;1482175
perfekt_frame,ist … verknallt,27,frame,1290174;1699234;1699235
perfekt_frame,habt … versucht,27,frame,3506069;1708097;3386038
perfekt_frame,hat … geklingelt,26,frame,351623;460611;331886
perfekt_frame,ist … beendet,26,frame,341741;406825;630171
perfekt_frame,habe … verliebt,26,frame,344544;360616;522576
perfekt_frame,hat … krankheit,26,frame,361952;364463;370285
perfekt_frame,ist … verlobt,26,frame,503572;363474;493736
perfekt_frame,ist … mannschaft,26,frame,365833;871155;412212
perfekt_frame,ist … lässt,26,frame,391817;393785;437136
perfekt_frame,hat … ignoriert,26,frame,1513586;679247;398882
perfekt_frame,ist … botschaft,26,frame,1187389;403087;1358624
perfekt_frame,war … zerstört,26,frame,1557260;682613;405118
perfekt_frame,ist … glatt,26,frame,441710;415116;493553
perfekt_frame,ist … gericht,26,frame,418675;1497168;1700294
perfekt_frame,ist … steht,26,frame,1496890;756250;430917
perfekt_frame,haben … aufgehört,26,frame,1459889;978293;465379
perfekt_frame,haben … gestohlen,26,frame,3403787;897599;533840
perfekt_frame,haben … geschlossen,26,frame,554233;1308510;768581
perfekt_frame,bist … verheiratet,26,frame,559779;886506;957310
perfekt_frame,ist … bedeutet,26,frame,1547488;587872;792645
perfekt_frame,hat … erkannt,26,frame,2438292;2224235;634004
perfekt_frame,sind … stadt,26,frame,757029;948399;645146
perfekt_frame,haben … antwort,26,frame,679238;2772377;1109094
perfekt_frame,habt … gegeben,26,frame,949231;2690941;3103517
perfekt_frame,hab … gesehen,26,frame,1345761;1072632;1284758
perfekt_frame,habe … geweckt,26,frame,1121697;1121700;1720640
perfekt_frame,habe … überlegt,26,frame,2396976;2682999;1180391
perfekt_frame,hat … gestochen,26,frame,1365286;1260911;1535976
perfekt_frame,ist … gedanke,26,frame,1263830;1549787;1588088
perfekt_frame,hast … probiert,26,frame,2443337;3382945;1708102
perfekt_frame,ist … befreundet,26,frame,3585004;5368996;4948048
perfekt_frame,hast … geöffnet,25,frame,470192;772328;445
perfekt_frame,war … bekannt,25,frame,758075;459787;740
perfekt_frame,war … erfreut,25,frame,362759;412284;352253
perfekt_frame,ist … geburt,25,frame,642270;353120;963252
perfekt_frame,hat … gefärbt,25,frame,1557258;1688122;353249
perfekt_frame,sind … enttäuscht,25,frame,2954249;2954251;358244
perfekt_frame,habe … verletzt,25,frame,359609;359610;369855
perfekt_frame,sind … gefahr,25,frame,363365;368612;441771
perfekt_frame,ist … projekt,25,frame,621906;366442;509863
perfekt_frame,ist … gekleidet,25,frame,372269;415197;424247
perfekt_frame,habe … genauso,25,frame,389070;389071;940293
perfekt_frame,sind … genauso,25,frame,452472;393005;404115
perfekt_frame,habe … verirrt,25,frame,738022;475875;480366
perfekt_frame,hat … projekt,25,frame,533736;1172603;809897
perfekt_frame,bist … selbst,25,frame,1030360;1820572;653116
perfekt_frame,waren … verheiratet,25,frame,2351964;742528;677016
perfekt_frame,habt … getroffen,25,frame,682854;995464;739977
perfekt_frame,habt … bezahlt,25,frame,3189376;749820;3189389
perfekt_frame,hat … akzent,25,frame,1039596;1066851;1440618
perfekt_frame,hat … gefreut,25,frame,1706831;1706833;1215215
perfekt_frame,hast … geträumt,25,frame,1809130;2918148;1419371
perfekt_frame,hat … gesessen,25,frame,3169996;1728210;2030166
perfekt_frame,habt … mitgebracht,25,frame,4843930;4843931;2482189
separable_frame,sieht … aus,754,frame,341539;342987;350897
separable_frame,siehst … aus,213,frame,383215;449;372899
separable_frame,rufe … an,123,frame,353798;341617;359026
separable_frame,kommt … an,121,frame,135;351091;348145
separable_frame,stimme … zu,114,frame,368711;6108;397923
separable_frame,kommt … vor,107,frame,1084450;842003;935931
separable_frame,sehen … aus,104,frame,600085;609021;639528
separable_frame,hängt … ab,103,frame,396921;367142;511880
separable_frame,sieht … an,99,frame,1144;362709;782528
separable_frame,ruft … an,98,frame,358369;789092;796716
separable_frame,kehrte … zurück,93,frame,439076;605519;367463
separable_frame,rufen … an,86,frame,453988;358370;363312
separable_frame,fängt … an,85,frame,348136;331884;328
separable_frame,steht … auf,84,frame,412186;370035;400008
separable_frame,findet … statt,77,frame,351805;454808;437807
separable_frame,fangen … an,75,frame,566858;710087;964234
separable_frame,schaut … an,70,frame,358305;357458;375411
separable_frame,hört … an,68,frame,350965;644406;651832
separable_frame,stehe … auf,67,frame,362285;365619;408784
separable_frame,bot … an,67,frame,616946;509654;568451
separable_frame,kommt … zurück,66,frame,351585;367385;638617
separable_frame,lehnte … ab,64,frame,353094;363918;368057
separable_frame,stimmte … zu,63,frame,408725;594544;414505
separable_frame,stellte … vor,62,frame,473969;432654;347987
separable_frame,hört … zu,60,frame,910950;369874;697871
separable_frame,fährt … ab,60,frame,444469;383114;414499
separable_frame,geht … an,60,frame,619978;626251;677667
separable_frame,sehen … an,59,frame,689416;622195;759315
separable_frame,zieht … an,58,frame,373089;608486;852589
separable_frame,kennt … aus,56,frame,360621;439329;379158
separable_frame,fällt … ein,55,frame,531700;346973;444005
separable_frame,sieht … fern,55,frame,357192;622948;659531
separable_frame,schauen … an,55,frame,358304;375412;361462
separable_frame,hörte … zu,53,frame,361355;808186;345259
separable_frame,geht … aus,51,frame,678653;721018;1103279
separable_frame,hole … ab,50,frame,516999;344697;344700
separable_frame,kamen … an,47,frame,365870;406862;367452
separable_frame,ziehe … vor,47,frame,483306;656998;626270
separable_frame,setzte … auf,47,frame,1352538;1804750;1712485
separable_frame,hielt … an,45,frame,360733;340898;441707
separable_frame,sehe … an,44,frame,369922;767268;882560
separable_frame,sehe … aus,41,frame,1920727;2329943;1270960
separable_frame,halte … aus,40,frame,362322;342117;361439
separable_frame,passt … auf,39,frame,404667;537552;341123
separable_frame,denke … nach,39,frame,975680;1637046;1516669
separable_frame,spricht … aus,36,frame,868;365801;419123
separable_frame,kommen … an,36,frame,341228;438819;663192
separable_frame,komme … zurück,36,frame,360913;356578;397940
separable_frame,bereitet … zu,36,frame,399564;936433;518388
separable_frame,hört … auf,36,frame,1220046;1344456;444394
separable_frame,macht … aus,36,frame,829312;1235855;675569
separable_frame,fühlt … an,34,frame,345043;366348;441711
separable_frame,deine … aus,34,frame,360300;393432;444906
separable_frame,nehme … an,34,frame,931702;1008067;850100
separable_frame,schaute … an,33,frame,349791;452421;350180
separable_frame,denkt … nach,33,frame,796756;357462;1733461
separable_frame,geht … vor,33,frame,555806;357804;402526
separable_frame,dachte … nach,33,frame,639934;401098;756040
separable_frame,ziehen … an,32,frame,330597;373090;439389
separable_frame,nimmt … an,32,frame,1225557;1709329;1709330
separable_frame,stellt … her,31,frame,560891;582542;601444
separable_frame,bereitet … vor,30,frame,348434;664162;609010
separable_frame,stelle … vor,30,frame,797870;454445;1060372
separable_frame,deine … an,30,frame,766650;708516;896112
separable_frame,seht … aus,30,frame,1020513;755436;797794
separable_frame,komme … vor,29,frame,676973;1923358;1923361
separable_frame,ziehe … an,28,frame,360794;356270;1194896
separable_frame,seinen … aus,28,frame,361102;390566;690605
separable_frame,deine … auf,28,frame,362729;475903;518619
separable_frame,setzte … ab,28,frame,2779087;521356;2707673
separable_frame,geht … auf,28,frame,808296;935709;710086
separable_frame,kenne … aus,28,frame,814068;940548;812456
separable_frame,nehmen … an,27,frame,344930;369278;338294
separable_frame,geht … hin,27,frame,1293226;1074766;351789
separable_frame,seinen … an,26,frame,1266055;361089;1352730
separable_frame,sehe … fern,26,frame,449916;593100;372323
separable_frame,deine … ab,26,frame,880046;1291323;621293
separable_frame,höre … zu,26,frame,828813;712576;1812258
separable_frame,geht … los,26,frame,1344036;1219292;1673348
separable_frame,morgen … an,25,frame,353743;444025;345242
separable_frame,kommt … her,25,frame,710120;359059;603667
modal_frame,kann … helfen,351,frame,352775;370316;370317
modal_frame,kann … sprechen,263,frame,360566;360573;353785
modal_frame,kann … finden,213,frame,160;426784;476107
modal_frame,kann … kaufen,193,frame,352782;358220;391526
modal_frame,kann … spielen,159,frame,352777;358383;347962
modal_frame,möchte … sprechen,148,frame,370907;348135;383940
modal_frame,kann … fahren,144,frame,344703;182048;924
modal_frame,kann … verstehen,139,frame,406383;554557;439895
modal_frame,will … sprechen,135,frame,703;341970;343084
modal_frame,kann … kommen,126,frame,423263;351628;372777
modal_frame,will … lernen,122,frame,354432;423318;360997
modal_frame,kann … lassen,120,frame,479786;385348;398581
modal_frame,können … helfen,119,frame,700306;748251;703725
modal_frame,kann … schwimmen,116,frame,341456;352778;349967
modal_frame,kannst … helfen,107,frame,348433;437482;359030
modal_frame,kann … schreiben,103,frame,409093;435512;453074
modal_frame,kann … ertragen,101,frame,342652;368740;139487
modal_frame,kann … leisten,99,frame,564226;363406;645128
modal_frame,können … sprechen,97,frame,353705;353706;363360
modal_frame,will … kaufen,94,frame,536611;626757;360750
modal_frame,kann … bekommen,93,frame,341700;399753;491
modal_frame,will … wissen,89,frame,668082;360779;360780
modal_frame,muss … kaufen,88,frame,359524;359551;363327
modal_frame,möchte … kaufen,87,frame,481886;581347;656960
modal_frame,kann … warten,86,frame,341373;352774;340820
modal_frame,kann … schlafen,83,frame,454121;664044;725944
modal_frame,kann … ausstehen,82,frame,749851;360936;917314
modal_frame,kann … bleiben,79,frame,455344;589613;344
modal_frame,möchte … lernen,78,frame,508453;642683;404282
modal_frame,kann … kochen,76,frame,361614;351748;414053
modal_frame,könnte … helfen,75,frame,926248;363902;1036404
modal_frame,muss … lernen,74,frame,636538;95;359533
modal_frame,kann … lernen,73,frame,353257;651337;662775
modal_frame,wollte … sprechen,73,frame,981906;1688443;1390555
modal_frame,muss … lassen,72,frame,359544;370444;1136
modal_frame,kann … laufen,72,frame,352780;333643;341486
modal_frame,will … bleiben,72,frame,2399958;1829947;1807311
modal_frame,kann … glauben,68,frame,609932;866;457362
modal_frame,kann … erklären,67,frame,254;928451;1056476
modal_frame,muss … sprechen,66,frame,555887;604258;714430
modal_frame,will … helfen,66,frame,1842000;1956633;1956634
modal_frame,kann … vorstellen,64,frame,367512;367514;367524
modal_frame,kann … vertrauen,63,frame,352776;616763;369380
modal_frame,kann … beantworten,62,frame,352785;342485;511458
modal_frame,will … spielen,60,frame,358085;909895;1705645
modal_frame,kann … erreichen,60,frame,438748;397804;478522
modal_frame,kannst … sprechen,59,frame,392872;369381;445224
modal_frame,kann … aufhalten,59,frame,396297;529333;923538
modal_frame,will … arbeiten,57,frame,354441;344923;641743
modal_frame,kann … singen,57,frame,413168;348867;424242
modal_frame,musst … lernen,57,frame,392869;396560;396565
modal_frame,muss … bleiben,57,frame,609751;465966;594627
modal_frame,kann … zählen,56,frame,127531;405032;425029
modal_frame,kann … bezahlen,55,frame,1063;441212;458653
modal_frame,muss … arbeiten,55,frame,359573;359574;351689
modal_frame,kann … umgehen,55,frame,543877;550152;543876
modal_frame,können … lassen,55,frame,787682;583559;1952476
modal_frame,könnte … bekommen,55,frame,783165;752391;878833
modal_frame,kann … unterscheiden,54,frame,370121;363444;372290
modal_frame,muss … finden,53,frame,364409;589984;602442
modal_frame,kannst … kommen,53,frame,589906;392876;522612
modal_frame,kann … benutzen,51,frame,404745;358623;406926
modal_frame,kann … leihen,51,frame,365813;454157;767330
modal_frame,können … warten,51,frame,641166;783164;406821
modal_frame,müssen … finden,51,frame,758209;561341;1403421
modal_frame,muss … wissen,51,frame,1392950;1392951;689501
modal_frame,könnte … sprechen,50,frame,423;627641;840028
modal_frame,kannst … lassen,50,frame,583561;693830;398582
modal_frame,kann … trinken,50,frame,913982;661005;951495
modal_frame,kann … leiden,49,frame,934033;413796;813188
modal_frame,kann … vergessen,47,frame,635592;653378;1045835
modal_frame,kann … passieren,46,frame,342665;358307;708048
modal_frame,muss … helfen,46,frame,359514;359515;349974
modal_frame,kann … verlassen,46,frame,662710;368251;408284
modal_frame,muss … bezahlen,46,frame,601455;392548;438421
modal_frame,können … kommen,46,frame,596853;612927;612928
modal_frame,muss … nehmen,45,frame,6077;359525;358328
modal_frame,will … lassen,45,frame,951590;764802;425043
modal_frame,will … heiraten,44,frame,345006;354422;354427
modal_frame,kannst … bleiben,44,frame,347981;623515;759609
modal_frame,kann … arbeiten,44,frame,352784;1308501;561325
modal_frame,kannst … warten,44,frame,591240;408565;659685
modal_frame,müssen … lernen,44,frame,620765;450266;860236
modal_frame,können … fahren,43,frame,369846;765383;404137
modal_frame,kann … denken,43,frame,421567;664526;410041
modal_frame,muss … denken,42,frame,679968;404669;493713
modal_frame,willst … wissen,42,frame,1224632;440938;689397
modal_frame,soll … helfen,42,frame,574656;574658;574659
modal_frame,kann … führen,42,frame,650211;705443;682610
modal_frame,möchte … bleiben,41,frame,465;725768;637812
modal_frame,will … schlafen,41,frame,518361;352803;579529
modal_frame,kann … nehmen,41,frame,588962;397930;790109
modal_frame,kann … treffen,41,frame,754152;1045423;948252
modal_frame,kann … ausleihen,40,frame,353026;387222;345405
modal_frame,darf … stellen,40,frame,364970;365945;365946
modal_frame,können … anfangen,40,frame,1493445;1079229;584140
modal_frame,wollte … helfen,40,frame,698128;1779963;720270
