class,pattern,count,kind,examples
modal_frame,können … finden,40,frame,1953735;1187415;783683
modal_frame,darf … benutzen,39,frame,353027;361110;361434
modal_frame,darf … ausleihen,39,frame,359628;366751;387220
modal_frame,soll … kommen,39,frame,440912;480052;397797
modal_frame,kann … übersetzen,39,frame,701346;832921;784466
modal_frame,kannst … leihen,38,frame,135762;428472;607191
modal_frame,müssen … warten,38,frame,1500257;363932;723304
modal_frame,müssen … helfen,38,frame,448635;367375;371925
modal_frame,möchte … treffen,38,frame,750579;1177114;396668
modal_frame,kann … bringen,38,frame,700008;503338;927543
modal_frame,können … bleiben,38,frame,927950;639676;915876
modal_frame,möchte … danken,38,frame,949541;1305067;793536
modal_frame,kannst … fahren,37,frame,363349;938427;953
modal_frame,müssen … kaufen,37,frame,641203;504378;365948
modal_frame,müssen … bleiben,37,frame,1097727;700013;1218745
modal_frame,möchte … besuchen,37,frame,768875;768969;768970
modal_frame,möchte … helfen,36,frame,2034129;1791235;360764
modal_frame,kann … zustimmen,36,frame,386721;474418;576275
modal_frame,kannst … benutzen,36,frame,503702;603837;639751
modal_frame,willst … bleiben,36,frame,601489;1556063;1971340
modal_frame,können … treffen,36,frame,1048200;941198;1967473
modal_frame,wollen … bleiben,36,frame,1634520;3982634;4908051
modal_frame,kann … tanzen,35,frame,356594;797;1189
modal_frame,kann … trauen,35,frame,923558;89330;718549
modal_frame,kann … öffnen,35,frame,446604;518453;343061
modal_frame,kann … annehmen,35,frame,358427;347620;361364
modal_frame,können … leisten,35,frame,1250063;352788;480363
modal_frame,will … treffen,35,frame,550212;360758;830562
modal_frame,willst … lernen,35,frame,1037459;399010;973653
modal_frame,möchte … kennenlernen,35,frame,1018420;1918918;676066
modal_frame,will … kommen,35,frame,2023384;2306859;1717082
modal_frame,können … schwimmen,34,frame,659535;466498;424686
modal_frame,kann … erkennen,34,frame,586970;690629;664174
modal_frame,soll … kaufen,34,frame,3997776;1141966;3815731
modal_frame,kannst … verlassen,33,frame,361521;370523;622420
modal_frame,kannst … bringen,33,frame,362123;948244;584233
modal_frame,kannst … spielen,33,frame,389101;751293;857881
modal_frame,willst … kaufen,33,frame,656299;1090377;1830070
modal_frame,muss … kommen,33,frame,949733;712933;753525
modal_frame,kann … halten,33,frame,943090;1045479;1014615
modal_frame,wollen … wissen,33,frame,1347084;1806777;1697237
modal_frame,möchte … kommen,32,frame,340790;449304;683810
modal_frame,darf … vorstellen,32,frame,581339;735136;342310
modal_frame,müssen … sprechen,32,frame,3183673;3183674;361098
modal_frame,kannst … unterscheiden,32,frame,406813;452073;452050
modal_frame,möchte … wissen,32,frame,745907;815547;631683
modal_frame,kann … konzentrieren,31,frame,628179;881;913630
modal_frame,möchte … trinken,31,frame,345591;449860;370289
modal_frame,kann … reparieren,31,frame,2326981;758220;368590
modal_frame,möchte … lassen,31,frame,404390;497657;371874
modal_frame,sollte … lassen,31,frame,398587;891381;963263
modal_frame,kannst … nehmen,31,frame,406955;654363;406133
modal_frame,müssen … halten,31,frame,554559;409898;545827
modal_frame,willst … kommen,31,frame,2219381;602753;2030447
modal_frame,möchte … vorstellen,31,frame,927135;932587;796099
modal_frame,kann … erzählen,31,frame,1291737;1401457;915542
modal_frame,kann … beibringen,31,frame,1280124;1743766;1725845
modal_frame,kann … zeigen,30,frame,754132;151;1719929
modal_frame,kann … merken,30,frame,1372210;1360907;805
modal_frame,können … spielen,30,frame,344664;751295;362715
modal_frame,will … trinken,30,frame,360771;396387;424261
modal_frame,musst … bleiben,30,frame,464617;368331;406795
modal_frame,möchte … zeigen,30,frame,1466789;1493415;625719
modal_frame,kannst … kaufen,30,frame,656384;785889;773622
modal_frame,müssen … lassen,30,frame,2228491;2340403;1059094
modal_frame,will … warten,29,frame,1500230;240;1409333
modal_frame,muss … treffen,29,frame,599984;359545;689824
modal_frame,darf … fragen,29,frame,630370;630371;361960
modal_frame,müssen … arbeiten,29,frame,755979;362782;379075
modal_frame,kann … folgen,29,frame,563318;367206;675270
modal_frame,müssen … treffen,29,frame,942966;411746;957690
modal_frame,muss … erledigen,29,frame,419114;1215491;644926
modal_frame,will … verbringen,29,frame,529763;531312;531314
modal_frame,wollte … lassen,29,frame,2027353;1587247;753119
modal_frame,wollen … lassen,29,frame,2659363;1541151;920309
modal_frame,kann … tragen,28,frame,139996;364441;408747
modal_frame,muss … schreiben,28,frame,359518;359527;332132
modal_frame,will … verlieren,28,frame,769404;360774;930734
modal_frame,muss … bringen,28,frame,387149;689502;715930
modal_frame,will … wiedersehen,28,frame,550158;522474;946858
modal_frame,darf … fahren,28,frame,1881604;544622;1289411
modal_frame,kann … gewinnen,28,frame,1973186;937508;1963484
modal_frame,können … kaufen,28,frame,2272639;1014048;2120723
modal_frame,wollen … helfen,28,frame,2632151;1935208;1935210
modal_frame,muss … halten,27,frame,343609;343613;359582
modal_frame,musst … helfen,27,frame,359516;359517;346963
modal_frame,will … studieren,27,frame,1494377;360759;616190
modal_frame,möchte … verbringen,27,frame,1976968;2228717;372259
modal_frame,wollte … kaufen,27,frame,2210075;446457;703723
modal_frame,kannst … finden,27,frame,923231;964454;767203
modal_frame,kann … nennen,27,frame,1290735;1309513;788197
modal_frame,wollen … lernen,27,frame,1691590;2223282;955711
modal_frame,wollte … lernen,27,frame,2062405;1104182;1931814
modal_frame,muss … warten,27,frame,1144829;1910154;1196676
modal_frame,wollte … treffen,26,frame,509741;1114206;342312
modal_frame,können … nehmen,26,frame,1973786;2300339;353377
modal_frame,will … fahren,26,frame,431662;933471;605927
modal_frame,kann … lieben,26,frame,1771633;557959;1812310
modal_frame,willst … helfen,26,frame,916878;1935207;1572906
modal_frame,kann … verzichten,26,frame,933950;2531606;2372972
modal_frame,darf … kommen,26,frame,1413307;1724225;2394435
modal_frame,darf … lassen,26,frame,1965992;2345724;1966010
modal_frame,kann … wissen,25,frame,1391606;634320;330968
modal_frame,möchte … fahren,25,frame,659049;399202;441183
modal_frame,kannst … nennen,25,frame,408783;932735;745408
modal_frame,wollen … treffen,25,frame,478449;653549;775137
modal_frame,kannst … übersetzen,25,frame,1356156;630351;515350
modal_frame,kann … fliegen,25,frame,812357;576346;544873
modal_frame,musst … kommen,25,frame,2026997;975689;604234
modal_frame,kann … anrufen,25,frame,1187832;1044976;1045295
modal_frame,wollte … bleiben,25,frame,1483464;2928175;2434612
modal_frame,wollte … beeindrucken,25,frame,4382548;4693276;6198798
funkverbgefüge,ein paar fragen stellen,42,bundle,342639;945189;1514492
funkverbgefüge,das nicht noch einmal machen,12,bundle,5243204;6611286;6643652
particle_frame,das erste mal dass ich,104,bundle,414285;607880;445553
particle_frame,ist das erste mal dass,91,bundle,414285;1401025;782127
particle_frame,es ist das erste mal,75,bundle,414285;1541786;782127
particle_frame,ich habe dir doch gesagt,71,bundle,662089;1691019;1507946
particle_frame,hast du das letzte mal,58,bundle,801638;1747611;1518984
particle_frame,bist du schon einmal,56,bundle,659578;1540497;465212
particle_frame,was hast du denn,54,bundle,922019;6079;935910
particle_frame,hast du schon einmal einen,52,bundle,1540498;1635249;344484
particle_frame,schon seit drei jahren,51,bundle,2483747;1946631;1792978
particle_frame,schon den ganzen tag,47,bundle,605394;1105580;1268778
particle_frame,was ist denn das für,46,bundle,3280668;598777;3032610
particle_frame,weißt du noch wie,43,bundle,1843263;3078430;2793447
particle_frame,zum ersten mal in,42,bundle,1179204;479618;136253
particle_frame,ist denn das für ein,37,bundle,3280668;5315518;6316344
particle_frame,habe dir doch gesagt dass,37,bundle,2063442;1691019;1507946
particle_frame,warst du schon einmal in,36,bundle,340842;377742;412281
particle_frame,erinnerst du dich noch an,33,bundle,602952;3136976;2404533
particle_frame,das ist das erste mal,33,bundle,882369;1694133;1401025
particle_frame,dir doch gesagt dass du,32,bundle,2063442;1691019;2063459
particle_frame,wie lange bist du schon,31,bundle,1383453;1527567;837110
particle_frame,ist nicht das erste mal,31,bundle,2736238;2629453;2629454
particle_frame,waren sie schon einmal in,29,bundle,377743;403249;438739
particle_frame,noch daran erinnern was sie,27,bundle,2236087;2236090;2235640
particle_frame,dann noch daran erinnern was,27,bundle,2235534;2235535;2235536
particle_frame,wie lange sind sie schon,24,bundle,830886;1897931;837112
particle_frame,war das erste mal dass,24,bundle,607880;845023;445553
particle_frame,warst du schon mal in,23,bundle,561031;664881;727450
particle_frame,sowohl tom als auch maria,23,bundle,2419015;1768580;2435233
particle_frame,ich arbeite hier schon seit,23,bundle,2711007;2711012;2711019
particle_frame,war das letzte mal dass,22,bundle,3094977;2231713;2523236
particle_frame,sich dann noch daran erinnern,22,bundle,2236078;2236080;2236081
particle_frame,ich habe dir ja gesagt,21,bundle,1907415;1805384;2881123
particle_frame,nur eine frage der zeit,20,bundle,1194772;1852652;997200
particle_frame,jahren noch daran erinnern was,20,bundle,2235638;2235639;2235640
particle_frame,nicht das erste mal dass,19,bundle,2736238;2629453;2629454
particle_frame,haben sie das letzte mal,19,bundle,1747605;1747596;1747600
particle_frame,schon seit jahren nicht mehr,18,bundle,2657161;497259;1729769
particle_frame,ich weiß noch nicht einmal,18,bundle,2056893;2419163;2727875
particle_frame,habt ihr tom schon einmal,18,bundle,3508025;3183631;4105330
particle_frame,es noch einmal zu versuchen,18,bundle,379910;342078;383168
particle_frame,weiß schon gar nicht mehr,17,bundle,3156728;3165470;8184807
particle_frame,nicht nur englisch sondern auch,17,bundle,347949;348134;683462
particle_frame,hast du tom schon einmal,17,bundle,3155467;3508024;2941537
particle_frame,haben sie tom schon einmal,17,bundle,3508026;3183630;4105331
particle_frame,tom ist schon seit drei,16,bundle,5316193;5955697;4090890
particle_frame,ist nur eine frage der,16,bundle,1072899;1194772;997200
particle_frame,habe dir ja gesagt dass,16,bundle,3081835;1805384;2881123
particle_frame,das letzte mal dass ich,16,bundle,1302762;1401283;2050138
particle_frame,wird er sich dann noch,15,bundle,2236078;2236080;2236081
particle_frame,sich in einigen jahren noch,15,bundle,2236091;2236092;2236094
particle_frame,in einigen jahren noch daran,15,bundle,2236091;2236092;2236094
particle_frame,ich habe noch nie jemanden,15,bundle,1918790;1918791;1918792
particle_frame,er sich dann noch daran,15,bundle,2236078;2236080;2236081
particle_frame,einigen jahren noch daran erinnern,15,bundle,2236091;2236092;2236094
particle_frame,in meinem leben noch nie,14,bundle,1690561;2191568;3143941
particle_frame,ich habe euch doch gesagt,14,bundle,12448726;12509737;6298119
particle_frame,du weißt doch dass ich,14,bundle,1811954;1811956;3089098
particle_frame,das erste mal daß ich,14,bundle,12570964;12668572;12833080
particle_frame,ist das erste mal daß,13,bundle,12695820;12570964;12668572
particle_frame,ich habe tom schon seit,13,bundle,2108965;2657161;2657162
particle_frame,ich habe ihnen doch gesagt,13,bundle,12448727;5333084;6298123
particle_frame,habe euch doch gesagt daß,13,bundle,12448726;12509737;12541617
particle_frame,es ist noch zu früh,13,bundle,4268748;445278;476117
particle_frame,erste mal dass ich einen,13,bundle,1694133;1709564;1709693
particle_frame,wann war das letzte mal,12,bundle,2231713;2523236;3278632
particle_frame,noch mal gut machen sonst,12,bundle,
particle_frame,nicht nur klug sondern auch,12,bundle,2570263;2570267;2570269
particle_frame,nicht das erste mal daß,12,bundle,12547663;12547664;12547665
particle_frame,lange bist du schon in,12,bundle,1527567;2271009;2811351
particle_frame,ja gesagt daß tom und,12,bundle,12632513;12616665;12616666
particle_frame,ich freue mich ja so,12,bundle,2671998;2671999;2672001
particle_frame,haben sie schon einmal einen,12,bundle,1986461;2661145;1717452
particle_frame,habe ihnen doch gesagt daß,12,bundle,12448727;12509738;12541619
particle_frame,habe ich noch nie gehört,12,bundle,2924557;2019562;2810105
particle_frame,habe dir doch gesagt daß,12,bundle,12448725;12509736;12541616
particle_frame,wir uns das letzte mal,11,bundle,1702544;1702549;6076
particle_frame,waren sie schon mal in,11,bundle,561033;664884;814918
particle_frame,und maria sind schon seit,11,bundle,2746327;1562456;1792978
particle_frame,tom tut nur so als,11,bundle,2738761;3410577;3458497
particle_frame,noch nie in boston gewesen,11,bundle,3207331;3487420;3474491
particle_frame,noch daran erinnern was er,11,bundle,2236078;2236080;2236081
particle_frame,jedes mal wenn ich dieses,11,bundle,698142;448302;663143
particle_frame,ich weiß schon gar nicht,11,bundle,3156728;3165470;8184807
particle_frame,ich hatte ja keine ahnung,11,bundle,2489391;2705491;2750400
particle_frame,hast du dich schon einmal,11,bundle,1729386;1688221;1729406
particle_frame,habt ihr schon einmal einen,11,bundle,10012763;3474706;7010938
particle_frame,du hast doch gesagt tom,11,bundle,1963135;1963136;1963134
particle_frame,du hast doch gesagt du,11,bundle,1963394;1963399;1963393
particle_frame,wie kannst du nur so,10,bundle,1538137;2807544;1819151
particle_frame,weißt du es gibt noch,10,bundle,
particle_frame,warum hast du mir denn,10,bundle,3514438;7286049;3433911
particle_frame,tom das letzte mal gesehen,10,bundle,1747598;2767965;3411673
particle_frame,ich schon lange nicht mehr,10,bundle,3102133;4272317;4272321
particle_frame,ich dir schon seit langem,10,bundle,1703446;1703450;1703488
particle_frame,hatte ja keine ahnung dass,10,bundle,2489391;2705491;2750400
particle_frame,hast du dir schon einmal,10,bundle,1540494;1718167;1722664
particle_frame,euch doch gesagt daß ihr,10,bundle,12509737;12541617;12615738
particle_frame,doch wohl nicht daß ich,10,bundle,12661662;12661663;12661664
particle_frame,das war das letzte mal,10,bundle,8239222;8439145;2163010
particle_frame,bist du das letzte mal,10,bundle,1751562;1751518;1751535
connector_bundle,tom und maria sagten johannes,600,bundle,7469360;7469361;7469362
connector_bundle,und maria sagten johannes dass,363,bundle,7469360;7469361;7469362
connector_bundle,maria sagten johannes dass sie,354,bundle,7469360;7469361;7469362
connector_bundle,und maria sagten johannes sie,225,bundle,7469401;7469498;7469499
connector_bundle,tom und maria haben johannes,185,bundle,7466633;7423909;7469492
connector_bundle,und maria haben johannes gesagt,182,bundle,7469495;7469492;7469494
connector_bundle,ich kann nicht glauben dass,178,bundle,1754202;1591090;608879
connector_bundle,maria sagte tom dass sie,161,bundle,6595607;6854696;7469353
connector_bundle,es tut mir leid dass,160,bundle,561090;562297;535346
connector_bundle,tut mir leid dass ich,149,bundle,367028;402371;342649
connector_bundle,ich glaube nicht dass tom,149,bundle,1971422;2214057;2316999
connector_bundle,ich bin mir sicher dass,131,bundle,408524;406346;415985
connector_bundle,tom und maria waren,130,bundle,2419027;2625638;2739363
connector_bundle,sagten johannes dass sie glaubten,128,bundle,7470029;7470031;7470038
connector_bundle,sagte tom dass sie glaube,123,bundle,7472813;7477708;7472815
connector_bundle,maria haben johannes gesagt dass,120,bundle,7469492;7469494;7469609
connector_bundle,es tut mir leid aber,118,bundle,338473;400879;621893
connector_bundle,haben johannes gesagt dass sie,112,bundle,7469492;7469494;7469609
connector_bundle,tom und mary sind,112,bundle,1068158;1287740;1512948
connector_bundle,johannes dass sie glaubten elke,111,bundle,7470029;7470031;7470038
connector_bundle,tut mir leid aber ich,104,bundle,351689;338473;400879
connector_bundle,tom und mary haben,99,bundle,1105821;1251410;1476551
connector_bundle,ich hätte nicht gedacht dass,97,bundle,1200074;369188;221
connector_bundle,er sagte dass er,92,bundle,366449;728265;353064
connector_bundle,ich glaube nicht dass ich,90,bundle,1802814;2214137;1812893
connector_bundle,ich möchte dass sie,89,bundle,449304;637812;509867
connector_bundle,sagten johannes dass sie nicht,86,bundle,7469415;7469421;7469422
connector_bundle,es sieht so aus als,84,bundle,787524;389079;425471
connector_bundle,ich wusste gar nicht dass,81,bundle,1820730;673984;901304
connector_bundle,stimmt es dass du,81,bundle,1729254;1729253;1729258
connector_bundle,maria sagte dass sie,81,bundle,6462801;3263757;6606898
connector_bundle,ich glaube dass tom,81,bundle,582471;1688282;1678387
connector_bundle,dass sie glaubten elke sei,78,bundle,7470029;7470031;7470039
connector_bundle,sie sagte dass sie,78,bundle,497084;595044;527938
connector_bundle,ich hoffe dass du,75,bundle,409130;808666;723615
connector_bundle,tom und maria wissen,72,bundle,4552804;6642254;2132277
connector_bundle,ich wusste nicht dass du,71,bundle,550201;967145;601056
connector_bundle,bist du sicher dass du,69,bundle,418983;955425;1072989
connector_bundle,tom und maria sagten sie,63,bundle,2781073;2798434;2747869
connector_bundle,johannes dass sie nicht glaubten,62,bundle,7479282;7479291;7479281
connector_bundle,ich hätte nie gedacht dass,62,bundle,584114;352571;973756
connector_bundle,tom dass sie glaube dass,61,bundle,7472815;7477710;7477785
connector_bundle,dass sie glaube dass johannes,61,bundle,7472815;7477710;7472819
connector_bundle,ganz und gar nicht,61,bundle,722074;351833;596089
connector_bundle,tom dass sie glaube johannes,60,bundle,7472813;7477708;7469349
connector_bundle,sagte tom sie glaube dass,60,bundle,7477709;7477783;7477792
connector_bundle,ich glaube nicht dass es,60,bundle,907727;760626;852453
connector_bundle,ich denke dass tom,59,bundle,2115984;1757971;1688280
connector_bundle,tom sie glaube dass johannes,58,bundle,7477709;7477783;7477792
connector_bundle,ich wusste dass tom,57,bundle,3261105;2063158;2063159
connector_bundle,tom hat gesagt dass er,56,bundle,1537115;3681951;4766291
connector_bundle,ich denke nicht dass tom,56,bundle,2119998;3054352;3101970
connector_bundle,ich möchte dass ihr,56,bundle,2226863;2439759;2417137
connector_bundle,als ich klein war,56,bundle,333864;351680;351699
connector_bundle,möchtest du dass ich,55,bundle,562527;423282;1646661
connector_bundle,ich wusste nicht dass tom,53,bundle,2726980;3531498;2717281
connector_bundle,ich glaube dass ich,53,bundle,487048;617545;368563
connector_bundle,als ich nach hause kam,52,bundle,522666;670376;365006
connector_bundle,wirklich daß tom und maria,51,bundle,12615696;12615697;12615698
connector_bundle,tom sagte mir dass er,50,bundle,1709170;1691303;1218986
connector_bundle,ich bin froh dass ich,50,bundle,1831002;1615815;1805867
connector_bundle,bist du dir sicher dass,50,bundle,1103260;2848509;3017855
connector_bundle,ich hoffe dass tom,50,bundle,2297041;1202774;2185258
connector_bundle,ich wusste dass du,49,bundle,644167;2109238;2115986
connector_bundle,ich hoffe dass ich,49,bundle,577727;387155;331956
connector_bundle,es ist wichtig dass,49,bundle,444111;624583;783457
connector_bundle,ich bin froh dass du,48,bundle,1438044;782823;580438
connector_bundle,ist alles andere als,48,bundle,341375;364447;446606
connector_bundle,es wäre schön wenn,48,bundle,396006;414308;400640
connector_bundle,als ich jung war,47,bundle,592198;342657;352815
connector_bundle,dass sie glaube johannes sei,46,bundle,7472813;7477708;7472817
connector_bundle,bin mir ziemlich sicher dass,45,bundle,2297463;2297465;2428181
connector_bundle,ist nichts anderes als,44,bundle,767718;2157694;2583548
connector_bundle,dass ich recht habe,44,bundle,594552;822228;822229
connector_bundle,tom und maria haben gesagt,43,bundle,6921185;7414994;6766093
connector_bundle,tom hat mir gesagt dass,43,bundle,1171708;1290506;4010002
connector_bundle,kann nicht glauben dass ich,43,bundle,1959582;1959583;1959584
connector_bundle,tom sagte maria dass er,42,bundle,2817173;1704517;2762112
connector_bundle,ich glaube nicht dass du,42,bundle,2441303;2841499;1898656
connector_bundle,ich glaube dass er,42,bundle,341446;353763;348436
connector_bundle,als ich erwartet hatte,42,bundle,1683951;1683952;640574
connector_bundle,sagten johannes dass sie elke,41,bundle,7470022;7470027;7470032
connector_bundle,ich glaube tom und maria,41,bundle,7826931;7360701;7664517
connector_bundle,wenn ich du wäre würde,39,bundle,742417;683203;767233
connector_bundle,kann nicht glauben dass tom,39,bundle,1960443;1959559;1960442
connector_bundle,ich glaube nicht dass sie,39,bundle,1923938;357442;362154
connector_bundle,ich glaube nicht dass das,39,bundle,2030564;368558;582683
connector_bundle,ich freue mich dass du,38,bundle,1447337;852426;458667
connector_bundle,hättest du etwas dagegen wenn,38,bundle,454629;836164;2061202
connector_bundle,sicher daß tom und maria,37,bundle,12452096;12452097;12452098
connector_bundle,kann nicht glauben dass du,37,bundle,1951039;1805099;1591090
connector_bundle,du etwas dagegen wenn ich,37,bundle,454629;836164;2061202
connector_bundle,ich mag es nicht wenn,36,bundle,1550041;1556036;1799710
connector_bundle,ich habe das gefühl dass,36,bundle,658192;669540;728070
connector_bundle,hat tom gesagt dass sie,35,bundle,7472807;7472804;7472805
connector_bundle,hat mir gesagt dass er,35,bundle,4145068;1290506;4010002
connector_bundle,wußtest du daß tom und,34,bundle,12618792;12612197;12536762
connector_bundle,tom und maria sind beide,34,bundle,2746320;2781091;2746321
connector_bundle,tom und maria sahen sich,34,bundle,2419106;2419110;2419109
connector_bundle,sind sie sicher dass sie,34,bundle,1180920;1234758;1516522
connector_bundle,ich möchte nicht dass du,34,bundle,2142665;1327620;2060944
connector_bundle,es stellte sich heraus dass,34,bundle,657346;457098;655565
connector_bundle,ich wusste nicht dass sie,33,bundle,370219;563737;449997
connector_bundle,johannes sie glaubten nicht dass,32,bundle,7479283;7479290;7479303
connector_bundle,ich glaube nicht dass er,32,bundle,639199;498131;718220
connector_bundle,es wäre besser wenn du,32,bundle,635110;1361631;406338
connector_bundle,dass sie nicht glaubten dass,32,bundle,7479281;7479289;7479302
connector_bundle,wußtet ihr daß tom und,31,bundle,12618793;12612198;12536764
connector_bundle,wußten sie daß tom und,31,bundle,12618794;12612199;12536765
connector_bundle,um sicher zu sein dass,31,bundle,2701093;2701096;2701101
connector_bundle,ich gebe zu dass ich,31,bundle,381142;1248336;669833
connector_bundle,ich denke nicht dass ich,31,bundle,1802815;2902681;2977717
connector_bundle,ich bin sicher dass tom,31,bundle,2696127;3106404;2119339
connector_bundle,maria hat tom gesagt dass,30,bundle,7472807;7472804;7472805
connector_bundle,ist zwei jahre älter als,30,bundle,368275;342523;370226
connector_bundle,ich habe tom gesagt dass,30,bundle,2660063;2999749;3210405
connector_bundle,sie nicht glaubten dass elke,29,bundle,7479281;7479289;7479302
connector_bundle,sie glaubten nicht dass elke,29,bundle,7479283;7479290;7479303
connector_bundle,mir ziemlich sicher dass tom,29,bundle,2428181;2766584;3075420
connector_bundle,mir leid dass ich dich,29,bundle,708660;584081;786578
connector_bundle,glaube nicht dass ich das,29,bundle,1802814;2584479;2214137
connector_bundle,blieb nichts anderes übrig als,29,bundle,1442820;2365547;2233908
connector_bundle,bin mir sicher dass tom,29,bundle,2983099;2737964;3507866
connector_bundle,und maria haben gesagt daß,28,bundle,12612509;12628329;12628330
connector_bundle,dass sie nicht glaubten elke,28,bundle,7479282;7479291;7479300
connector_bundle,sicher zu sein dass er,27,bundle,2701093;2701096;2701101
connector_bundle,sagte tom dass sie johannes,27,bundle,7472801;7472803;7477722
connector_bundle,ich glaube nicht dass wir,27,bundle,3191849;3261699;3237933
connector_bundle,wusste gar nicht dass du,26,bundle,2051477;1820730;2169382
connector_bundle,ruf mich an wenn du,26,bundle,342033;370224;413891
connector_bundle,was würdest du tun wenn,25,bundle,364461;689622;705825
connector_bundle,maria hat gesagt dass sie,25,bundle,7535349;7535427;7535447
connector_bundle,hätten sie etwas dagegen wenn,25,bundle,2185338;836167;2061204
connector_bundle,es ist höchste zeit dass,25,bundle,343058;393009;560936
connector_bundle,er sagte mir dass er,25,bundle,1830704;690932;1548834
connector_bundle,tom gesagt dass sie johannes,24,bundle,7472807;7472808;7472804
connector_bundle,ich hatte keine ahnung dass,24,bundle,1186767;2938730;2664417
connector_bundle,und maria sagten sie hätten,23,bundle,6842923;6821115;6964714
connector_bundle,tom und maria wohnen in,23,bundle,2435210;2746333;2791986
connector_bundle,mir leid aber ich kann,23,bundle,969160;754368;439489
connector_bundle,ich würde mich freuen wenn,23,bundle,927139;1832925;957282
connector_bundle,ich bin so froh dass,23,bundle,3039163;3121099;3701573
connector_bundle,es wäre mir lieber wenn,23,bundle,797636;783204;850879
connector_bundle,dass das nicht wahr ist,23,bundle,4934162;2450363;3064755
connector_bundle,tom wusste nicht dass maria,22,bundle,2433809;2433813;3442564
connector_bundle,sie etwas dagegen wenn ich,22,bundle,509852;836167;2061204
connector_bundle,ich gehe davon aus dass,22,bundle,1341279;767020;1470897
connector_bundle,ich bin sicher dass sie,22,bundle,1071043;1205170;1100835
connector_bundle,hättet ihr etwas dagegen wenn,22,bundle,836166;2061205;2996897
connector_bundle,würde mich sehr freuen wenn,21,bundle,1585894;2297261;1838669
connector_bundle,wie wäre es wenn wir,21,bundle,406693;737354;406380
connector_bundle,wie kommt es dass du,21,bundle,1023501;979618;1358594
connector_bundle,wenn ich dieses lied höre,21,bundle,698142;439724;752283
connector_bundle,tom wollte nicht dass maria,21,bundle,2739318;2750458;2750459
connector_bundle,tom maria johannes und elke,21,bundle,6477103;6477105;2968183
connector_bundle,tat so als wäre er,21,bundle,3479771;3699741;3762019
connector_bundle,mit dem bus oder mit,21,bundle,352086;352086;776245
connector_bundle,kommt mir so vor als,21,bundle,1711490;3065119;3065120
connector_bundle,ich liebe dich mehr als,21,bundle,845789;846077;433307
connector_bundle,ich habe gehört dass tom,21,bundle,2475286;2770840;2441268
connector_bundle,ich habe gehört dass sie,21,bundle,374089;1393212;1194403
connector_bundle,ich erinnere mich dass ich,21,bundle,341670;412184;358438
connector_bundle,ich denke nicht dass das,21,bundle,2030563;2317001;424283
connector_bundle,ich bin sicher dass er,21,bundle,784327;363294;352552
connector_bundle,gesagt daß tom und maria,21,bundle,12611831;12611832;12611834
connector_bundle,schön wär s wenn ich,20,bundle,5921708;5921711;5921713
connector_bundle,nicht dass tom und mary,20,bundle,10072258;10072262;3315923
connector_bundle,ihr etwas dagegen wenn ich,20,bundle,836166;2061205;2996897
connector_bundle,ich möchte dass du das,20,bundle,2500595;2744537;2744538
connector_bundle,hätte nie gedacht dass ich,20,bundle,584114;1147655;973756
connector_bundle,hatte keine andere wahl als,20,bundle,628372;725096;344375
connector_bundle,es ist undenkbar dass du,20,bundle,1237708;1237707;1237704
connector_bundle,es ist sehr wichtig dass,20,bundle,1349640;1349641;1349642
connector_bundle,wusste gar nicht dass tom,19,bundle,2745103;2935778;2976151
connector_bundle,willst du damit sagen daß,19,bundle,12526746;12526754;12437301
connector_bundle,wenn ich mich nicht irre,19,bundle,1079269;1079270;924981
connector_bundle,tom tat so als wäre,19,bundle,3042078;3479771;3699741
connector_bundle,tom sagte dass er nicht,19,bundle,2993832;2993833;2746392
connector_bundle,sieht so aus als ob,19,bundle,1761361;2624449;1852792
connector_bundle,mir leid aber ich habe,19,bundle,2239268;2239298;1541890
connector_bundle,ist drei jahre älter als,19,bundle,1060376;1323715;720588
connector_bundle,ich möchte nicht dass sie,19,bundle,3497655;2943859;2060946
connector_bundle,ich habe nicht gesagt dass,19,bundle,2398583;3337507;3609096
connector_bundle,glaube nicht daß tom und,19,bundle,12662496;12649852;12649853
connector_bundle,zwei jahre älter als ich,18,bundle,368275;413522;342523
connector_bundle,wie alt warst du als,18,bundle,2190047;1052541;2062424
connector_bundle,tom und maria saßen auf,18,bundle,2747872;2762173;2766602
connector_bundle,sind sie sich sicher dass,18,bundle,3411733;6774710;2848513
connector_bundle,sieht nicht so aus als,18,bundle,1907246;1907219;1907220
connector_bundle,johannes dass sie elke für,18,bundle,7470022;7470027;7470032
connector_bundle,ich habe den eindruck dass,18,bundle,581272;1620341;797869
connector_bundle,ich freue mich dass sie,18,bundle,2636971;2636980;2636997
connector_bundle,ich bin ziemlich sicher dass,18,bundle,2298217;2026832;1712717
connector_bundle,hätte nicht gedacht dass tom,18,bundle,6968963;7415072;2778645
connector_bundle,es wäre besser wenn sie,18,bundle,1361636;1361634;413596
connector_bundle,als sie die nachricht hörte,18,bundle,352262;352247;352253
connector_bundle,willst du damit sagen dass,17,bundle,2746062;2746060;2661434
connector_bundle,wie kommst du darauf dass,17,bundle,908155;934042;1691455
connector_bundle,sie wirklich daß tom und,17,bundle,12619086;12615698;12615701
connector_bundle,seid ihr sicher dass ihr,17,bundle,2421587;2926907;1389026
connector_bundle,ihr wirklich daß tom und,17,bundle,12619085;12615697;12615700
